ID,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49,col50,col51,col52,col53,col54,col55,col56,col57,col58,col59,col60,col61,col62,col63,Class
371,3,136,Platinum,4,14,-20.7125128922338,10,2,0,1,17,No,14,7.88485780171995,3,1,4,42,55,10,19,6,34,1.49618821495614,8,0,-1.74688213657757,0,1,1,1,3,-2.34059925156126,10,5,66,15,Female,-25.4554447642696,30,29,27,-12.3305375589148,41,Yes,10,10,615,11,5.9837329223433,0,1,28,2,6.15985970286665,0,Low,0,2,16,14,4,1,41,2
372,1,148,Platinum,0,4,-19.081910075217,21,4,3,0,13,No,25,-2.23784714604345,5,0,14,18,74,1,12,15,39,3.76777413580237,18,0,-1.64276713465574,2,4,0,7,0,4.27876356189509,20,3,62,15,Female,-7.69052112052297,44,27,21,-25.6723440588487,49,Yes,1,1,647,9,-10.2815931630078,8,7,37,4,5.79419685989577,0,Medium,1,3,0,4,1,3,49,0
373,0,121,Platinum,3,4,-16.9326557110608,23,1,1,0,15,No,20,-4.17814868041781,2,0,4,9,68,0,20,15,32,-4.27402611754699,5,0,-8.07346026687526,0,6,1,1,0,-1.28751928822761,9,0,53,10,Male,-39.0487463478136,24,25,8,-19.8646731162536,39,No,0,0,491,4,-11.1495721304301,0,1,14,1,7.81879778902886,0,Low,0,4,7,4,1,1,39,0
374,1,138,Platinum,2,8,-20.2875163628152,16,1,0,0,10,No,12,0.296470470899669,7,1,6,22,60,7,6,9,41,-19.5313524860475,9,0,-1.11588463347951,3,2,0,1,0,-0.46802455376966,9,0,45,7,Male,-31.5653234059461,26,28,6,-2.43984847042777,19,Yes,7,7,482,4,-2.28593711786921,9,1,21,1,26.1521271626366,0,Medium,0,1,5,8,0,3,19,3
375,1,155,Gold,0,5,-11.0558227521159,30,2,1,0,24,No,25,-0.040146868178931,3,0,14,35,93,4,18,11,56,6.82437211342625,22,0,0.162338370338026,0,3,3,0,4,9.70672226708481,16,0,65,8,Female,14.5026086217532,46,59,2,-22.9960156337066,49,Yes,4,4,736,13,-12.9986227306828,0,0,35,2,19.3003559848155,0,Low,0,0,2,5,0,0,49,2
376,0,144,Gold,1,6,-16.3533397780582,21,1,6,1,19,Yes,23,2.12631361687436,7,1,13,20,62,5,11,7,72,-12.3012088684782,10,0,-0.277668336880952,0,4,5,6,0,1.51337912674542,18,0,63,27,Female,-5.36738740772771,45,33,14,-10.510582316054,29,Yes,5,5,636,10,-6.21927641304641,8,6,56,1,12.6183310076357,0,High,0,0,4,6,1,1,29,3
377,7,569,Gold,14,67,181.415016519316,206,31,19,5,86,No,202,-11.6073847915792,23,1,73,121,290,56,82,82,222,145.860938089179,55,1,-40.2766255377639,4,17,11,31,0,-0.674816333842815,70,23,251,96,Female,577.74957304552,184,128,106,7.8773176276128,111,Yes,56,56,2965,95,-46.7380107257639,5,31,113,31,-29.2120144998742,2,Low,12,11,63,67,19,7,111,3
378,0,289,Gold,6,34,42.2410904413477,52,11,5,1,41,No,48,-11.2139841678859,10,0,43,73,161,55,34,41,79,44.0846488854684,27,0,-4.20126084505008,1,7,5,15,10,-6.29165141019846,67,22,139,21,Male,195.495119128789,77,93,67,33.2902735410792,35,Yes,55,55,1474,30,26.1640347083737,1,15,76,11,-3.40972698612158,4,Low,3,3,36,34,7,4,35,2
379,0,41,Gold,0,0,-24.5103637886501,12,0,0,0,4,No,9,-4.42976439125522,4,0,3,7,18,7,4,7,11,-31.690614430571,3,0,2.24441279224473,0,3,1,4,2,-1.54605940723773,3,1,11,3,Female,-144.541091904766,6,7,6,0.47045313336021,9,No,7,7,177,1,-1.01712405511658,0,4,9,0,-2.34671112806189,1,Low,1,0,0,0,1,3,9,2
380,0,185,Silver,4,17,3.75635695730929,37,4,4,0,19,No,32,2.32372877298531,6,0,13,30,83,7,14,20,56,14.025487016967,13,0,-7.53362633245428,1,8,3,11,0,-5.61254194164651,16,6,99,6,Female,48.0907596846192,51,57,19,-19.9600248012124,53,Yes,7,7,854,10,-8.44785181129865,15,11,49,4,12.2161877262201,1,Low,1,9,21,17,3,2,53,3
381,0,89,Diamond,0,2,-25.6380908141043,12,0,1,0,2,No,10,0.416857510260419,3,0,3,10,43,3,5,4,22,-26.6923152947445,6,0,1.36003719369942,1,5,1,1,0,1.24149994813403,2,1,27,8,Female,-87.8999537583029,23,22,2,-6.4611955864857,17,No,3,3,306,5,-3.60510831103986,4,1,14,0,13.768529813816,0,Low,0,2,4,2,0,1,17,0
382,0,80,Platinum,0,3,-28.531709805793,10,1,3,0,12,No,7,-6.2211539561684,3,0,2,11,31,2,7,15,11,-21.849673445712,1,0,-5.36961156603902,1,2,1,3,0,-6.1472844251102,4,0,30,7,Female,-102.080936479187,16,20,2,-8.72075455179018,21,Yes,2,2,294,1,-4.07842674803127,0,3,13,1,12.2948666614505,0,Medium,1,3,0,3,0,1,21,0
383,0,75,Platinum,0,6,-27.0442625847639,8,1,1,0,9,Yes,13,0.7799159538561,0,0,5,5,32,9,11,4,24,-25.6014992125739,7,0,-0.055194436230871,0,1,0,2,3,2.63887756706072,9,1,25,8,Female,-102.236839569486,16,18,6,4.25992150795179,10,Yes,9,9,304,3,2.73051758187722,0,2,16,1,5.97377686718573,0,Medium,0,0,1,6,0,0,10,2
384,0,83,Platinum,2,1,-29.0299578719413,5,4,3,0,12,No,9,-0.876069495495788,3,0,5,13,35,7,6,5,23,-25.1531403726536,5,0,2.98047360716338,1,1,1,3,1,-0.877854015756195,10,0,31,2,Male,-94.700892845773,14,16,7,-3.12686144304523,16,No,7,7,314,0,3.80968179076815,0,3,15,4,8.96013094292582,0,High,1,2,5,1,0,1,16,0
385,1,50,Silver,1,2,-32.5567476227197,5,0,0,0,0,Yes,7,2.2398062580302,0,0,1,14,9,0,2,0,7,-38.9176601760528,4,0,-0.045065626471275,0,0,0,2,0,2.15694130585086,2,1,6,17,Female,-142.630281772859,6,17,2,-0.869797231274839,5,Yes,0,0,183,3,-2.16467354635982,2,2,4,0,8.83448345918537,0,Medium,0,2,4,2,0,0,5,0
386,1,68,Diamond,1,3,-35.2915580103004,3,0,0,0,4,Yes,5,0.487384146832904,0,0,2,12,26,0,6,4,22,-32.227299208792,4,0,-2.52457452028254,0,1,0,1,0,1.26195697059069,5,0,15,4,Male,-117.704942254884,11,11,4,-3.88046526291982,11,Yes,0,0,225,3,-1.94085844839532,2,1,14,0,11.8978399446135,0,Low,1,0,1,3,0,0,11,2
387,1,88,Platinum,4,24,7.17415502187756,35,3,3,1,21,Yes,31,10.2161850241753,3,0,7,28,38,15,14,8,21,-5.56346444985193,15,0,-5.4888366815248,0,3,2,7,1,1.18484070437115,18,19,48,11,Male,-73.9359637256644,28,19,43,8.36634147917161,21,Yes,15,15,545,5,0.51137068140461,1,7,31,3,-27.4982201165208,0,Low,0,0,29,24,2,1,21,2
388,3,267,Platinum,5,33,68.2012563983715,96,8,8,0,44,Yes,93,12.9539907966112,20,0,11,75,157,31,52,13,88,47.681354829278,20,0,-8.68590773407699,5,11,3,16,10,3.93970980003801,19,30,164,16,Female,191.875173287889,94,71,73,0.729612563370924,60,Yes,31,31,1512,23,-16.6745584285847,0,16,52,8,-45.4321997075906,7,Low,0,6,35,33,5,12,60,3
389,0,129,Gold,1,9,10.6399121444232,49,0,6,0,24,Yes,47,6.01042886649242,3,0,12,32,76,13,10,8,34,10.9915230843029,14,0,8.38671247513763,0,3,3,6,0,-3.80913965274305,26,18,64,5,Female,-12.2238566744296,52,38,47,-23.8768360223923,57,Yes,13,13,722,9,-14.4849831078853,0,6,40,0,-29.3426534992903,2,Low,1,1,5,9,0,0,57,0
390,0,143,Platinum,3,33,47.7045920874504,66,11,8,2,40,Yes,61,7.00187802248405,9,0,20,22,80,46,39,12,53,12.390189625663,10,0,-4.08915531206766,5,4,2,11,1,-3.34993034427463,52,1,88,13,Female,20.8159708208143,50,43,66,41.597124426575,10,Yes,46,46,888,22,9.80554416987857,0,11,52,11,-48.8689199482432,2,Medium,0,1,31,33,23,2,10,1
391,2,180,Silver,3,18,14.3662623940078,42,9,1,0,14,Yes,38,2.53495753249757,12,1,9,33,79,21,16,12,60,-6.8031196598516,9,0,-3.10054631015254,3,1,5,13,5,-3.43187755264192,19,6,80,6,Female,37.3941947414194,58,51,24,13.1457141116463,17,Yes,21,21,813,16,0.35101274287593,0,13,54,9,10.0321573959214,1,High,2,4,21,18,1,3,17,3
392,1,206,Gold,8,12,49.5575826413529,81,1,4,2,37,No,78,-6.36428891063787,12,1,9,58,99,29,28,25,60,37.908797030254,18,0,4.89930898876867,2,4,5,19,2,-6.23760053899671,39,1,104,4,Female,85.395715286219,62,45,72,-15.8410308095822,67,Yes,29,29,1077,28,-14.7792609069182,0,19,73,1,-38.1399409752472,1,Medium,2,2,15,12,2,4,67,3
393,0,27,Gold,0,0,-33.2494596063979,5,0,0,0,1,Yes,1,-2.39784387449042,0,0,1,1,12,2,3,4,9,-39.929144476928,0,0,-0.568837813658466,0,0,0,0,0,-1.3602040669494,3,0,10,0,Female,-160.993497416116,4,5,2,0.971164615729125,3,Yes,2,2,85,0,-1.76035742787314,1,0,4,0,-0.663487129589376,0,High,0,0,0,0,0,0,3,0
394,2,149,Gold,1,3,-25.0554291897233,14,1,2,0,7,No,9,-4.07145850847272,4,1,7,14,69,3,14,14,41,-1.92588161008801,15,0,-1.82982721976712,0,1,1,0,0,3.63182244996146,14,0,57,4,Female,-9.95831104771945,27,53,13,-19.7048024309458,41,Yes,3,3,562,6,-5.51366487505008,19,0,32,1,25.296826704451,0,Low,1,4,1,3,0,2,41,2
395,0,41,Platinum,0,2,-36.4936800816299,0,0,0,0,4,No,3,3.13218050987297,0,0,0,3,12,0,2,0,8,-35.8152679116054,2,0,0.954814590011586,0,0,0,0,0,-0.3844009962169,3,2,8,2,Female,-150.80938693264,4,6,5,-5.31009819628094,11,Yes,0,0,112,3,0.753575735514684,8,0,10,0,3.89394659798573,0,Low,0,0,6,2,0,0,11,3
396,0,38,Gold,0,3,-31.7821703714469,3,0,0,0,4,Yes,7,-5.03137587337455,1,0,3,6,17,4,6,10,9,-31.8602516263908,3,0,-3.64863637593721,0,1,0,1,0,-1.35624029530199,3,0,13,2,Female,-147.642565628666,8,9,2,1.62897782509567,7,Yes,4,4,154,4,2.72163826328244,0,1,6,0,-0.358609119414174,0,High,0,2,7,3,0,1,7,0
397,0,57,Gold,0,5,-18.8835467743883,20,1,1,0,8,No,18,-0.960640587094175,1,0,4,3,27,4,5,6,16,-32.9843597872389,8,0,-2.40618519212974,0,3,1,4,0,3.61418586336879,8,0,27,4,Female,-120.522504646096,16,6,7,4.58636140957561,4,Yes,4,4,243,7,-7.44669067063874,0,4,8,1,-6.24920937082131,0,Medium,0,0,1,5,1,0,4,2
398,0,36,Platinum,1,4,-30.4529419373007,5,0,0,0,7,No,0,1.98455966483484,0,0,2,8,11,3,2,2,18,-36.6911362779185,2,0,0.026996419695472,0,0,0,0,0,-1.33531537975875,2,0,12,13,Male,-148.866361030063,2,16,0,0.824070605472323,6,Yes,3,3,147,0,0.979506763538398,0,0,6,0,5.20816916077505,0,Low,0,0,8,4,0,0,6,2
399,5,457,Diamond,15,30,68.95220581884,73,24,7,3,55,No,78,3.26881467034942,21,2,34,65,157,76,40,24,137,80.1467885838127,37,0,23.4415134128201,4,8,8,19,27,-4.46543902497575,53,7,203,38,Male,360.80893279648,126,97,55,19.5546787336653,74,Yes,76,76,1913,53,31.7969940569614,4,19,137,24,55.403662409328,3,Medium,5,4,34,30,4,7,74,3
400,2,181,Platinum,1,7,-0.761539924915765,34,3,0,1,25,Yes,29,-5.11289530049895,8,1,14,33,106,10,24,17,67,7.73731278777944,16,0,-3.87836939749955,2,6,1,9,0,4.89522391855902,24,1,104,9,Male,60.2598915106039,59,61,24,-13.07199647244,42,Yes,10,10,877,16,-7.09506355321005,13,9,41,3,2.31265150371752,0,Medium,0,2,11,7,5,4,42,2
401,1,145,Platinum,2,4,-13.2688638325647,23,4,2,0,17,Yes,19,-10.8735784977131,5,1,10,23,78,11,27,21,31,7.32395415224272,16,1,-5.83271103093604,1,2,2,6,4,5.23395604094121,13,8,88,0,Female,-1.33679693315713,26,34,23,-9.76199548837142,38,Yes,11,11,677,9,-3.44019720350134,2,6,25,4,-0.642147558755174,1,Low,0,8,0,4,2,1,38,2
402,1,163,Gold,2,19,13.6463373695623,49,2,7,1,31,Yes,44,3.8528400366458,4,0,6,31,90,14,30,17,49,31.5290443758916,30,0,-5.0683982130147,0,6,0,4,3,10.5347077589998,38,12,81,20,Female,27.741710851947,58,29,58,-16.5828920746784,60,Yes,14,14,870,14,-11.4923342120676,0,4,29,2,-26.9101750270297,2,Low,1,5,15,19,3,4,60,3
403,0,74,Platinum,0,2,-34.8433863483036,0,0,1,0,6,No,2,-1.86511642243768,1,0,3,3,24,7,2,5,18,-33.4922844488169,4,0,2.47881007663767,0,0,1,2,5,-1.32621533735788,5,0,21,5,Male,-112.660717100362,13,14,4,2.27170013659042,7,Yes,7,7,223,4,5.14839409260075,1,2,14,0,14.9724865652668,0,Low,0,1,0,2,0,0,7,0
404,0,149,Platinum,8,29,33.2639900038987,58,11,6,0,25,No,53,14.2540212720511,13,1,13,32,115,29,19,5,39,5.05492726071586,24,1,0.094279003757271,2,4,5,15,1,6.13318342266441,25,6,106,12,Female,35.4207102857896,57,35,42,22.9582585888111,18,Yes,29,29,863,15,-0.075028271299481,0,15,36,11,-42.4264089941766,6,Medium,0,3,27,29,13,5,18,3
405,2,138,Diamond,3,4,-26.4051978436578,9,2,1,0,3,Yes,12,-2.67136420013323,2,0,4,16,50,9,4,10,27,-19.8922325574914,10,0,2.45361983661688,0,1,1,1,0,-0.579862682806259,8,0,34,13,Female,-44.5586557578882,22,22,5,-2.61523873043783,19,No,9,9,431,8,2.08162624728011,10,1,26,2,30.9769620383352,0,Low,1,0,1,4,0,1,19,0
406,0,167,Gold,2,7,-5.87478619588061,24,1,1,0,13,Yes,20,-6.82757285062935,5,1,7,35,75,18,15,16,39,-6.09934273400024,11,0,1.01096875395163,0,4,2,9,0,-1.12336605537857,15,0,73,14,Female,14.1171471405509,31,51,18,2.24097647661934,24,No,18,18,686,7,4.41237899809809,6,9,35,1,17.9633143997431,2,Low,1,2,10,7,0,2,24,3
407,0,198,Gold,1,8,-2.69651849386931,28,1,3,0,23,Yes,30,-10.5748651338765,7,0,16,26,85,17,17,29,47,22.3357998613839,9,0,-0.339443516359439,1,2,3,9,0,-12.639697050649,32,3,67,5,Female,45.6155249682199,31,56,35,-23.2459321708894,62,Yes,17,17,805,17,1.71986008647012,19,9,48,1,18.2166360442298,1,Low,0,4,11,8,0,3,62,0
408,2,110,Diamond,2,7,-35.1223486601248,0,0,2,0,6,No,3,2.92695048665463,1,0,4,10,32,0,6,5,18,-29.0051332050338,3,0,-4.59315836424178,0,0,0,1,0,-1.57472667769818,7,0,24,2,Female,-83.1484089609573,15,11,3,-4.50086570042667,14,Yes,0,0,288,3,1.83813723984402,6,1,19,0,29.8279883162047,0,High,0,0,10,7,0,1,14,0
409,3,37,Diamond,0,0,-30.7535031419972,6,0,0,0,1,No,2,-3.15946591933029,0,0,0,1,4,2,3,5,4,-39.3542056001497,1,0,-0.914378934525788,0,0,0,1,0,-0.834533549239749,0,0,5,0,Female,-161.074969746697,2,1,0,1.15178464727621,3,Yes,2,2,77,0,-0.96669806773101,5,1,8,0,7.77820952639634,0,Medium,0,0,5,0,0,0,3,2
410,0,88,Platinum,1,1,-32.3072853699571,4,1,1,0,10,No,2,1.03359081833213,6,0,5,14,36,2,8,4,39,-21.1165786632882,4,0,1.49859627408256,3,1,2,0,0,-0.971787587258874,8,0,23,6,Female,-86.40622826964,7,37,3,-13.34038817426,26,No,2,2,353,4,0.225880115459405,0,0,23,1,21.360238790725,0,Medium,0,1,6,1,0,1,26,0
411,0,76,Gold,0,5,-27.8651883150998,9,0,0,0,10,No,4,1.4213069404095,0,0,2,4,34,2,4,5,22,-28.8821061424075,4,0,-1.31684303613235,0,0,0,0,0,-1.3270521712094,1,0,30,0,Female,-103.330400370998,11,15,0,-5.00411121348022,15,Yes,2,2,243,3,-2.19739369070253,0,0,9,0,13.143903693641,0,High,0,0,7,5,0,0,15,3
412,1,191,Silver,4,9,-6.93907261344759,30,6,4,0,28,Yes,34,5.11880723181403,7,0,15,32,112,6,13,12,66,23.4557057117719,32,0,4.18889410501858,4,12,2,0,0,11.3068577437016,18,0,110,22,Female,75.3211170427326,48,76,15,-30.9415388730763,66,No,6,6,944,10,-8.72984820439211,9,0,43,6,7.68866338305973,0,Low,1,5,13,9,1,1,66,2
413,5,132,Diamond,0,6,-14.9138534010997,22,3,2,0,15,Yes,18,3.81057143949352,2,0,9,23,78,5,13,5,42,-7.80614946009726,14,0,1.22300058596198,0,5,2,3,0,5.61159968447389,8,7,60,2,Male,-15.9498735756081,45,50,15,-13.4545404918082,34,Yes,5,5,611,6,-6.13100150062447,9,3,42,3,8.0230274270311,0,Low,0,0,8,6,0,0,34,2
414,2,95,Platinum,1,2,-33.9202265887953,3,1,1,0,7,No,8,2.34346526716425,1,0,3,17,23,0,7,2,20,-28.7120900468469,3,0,-0.554000310326379,0,3,0,2,0,0.579513906606099,4,0,20,0,Male,-97.3010726859964,23,13,3,-8.37204903649704,17,No,0,0,281,5,-0.856296944065984,11,2,24,1,23.7451617681944,0,Low,0,0,5,2,0,1,17,2
415,0,220,Platinum,12,28,19.1520461887028,36,6,6,3,35,Yes,38,-1.15488884890109,10,1,19,58,117,34,24,26,65,25.2318450707579,28,0,-4.34562107011605,1,5,4,16,8,1.08548081321805,41,4,112,11,Female,99.8798909480353,56,60,41,17.5538951296409,33,Yes,34,34,1104,24,17.2336490213024,0,16,44,6,0.647233683495691,6,High,2,4,33,28,1,4,33,3
416,2,112,Silver,1,3,-33.3238546522731,2,0,0,0,8,No,6,-0.232203771833286,0,0,5,26,33,6,3,4,16,-31.8502048964683,5,0,1.92506111387258,0,1,0,2,0,-0.173558885789344,10,0,20,10,Female,-73.5795895757422,21,49,5,0.798892673209459,9,Yes,6,6,390,7,3.52206101196014,0,2,10,0,31.0280768628458,0,Low,0,1,1,3,0,0,9,0
417,5,81,Gold,7,21,6.63567581963163,38,0,6,0,23,No,33,7.07212891256747,1,0,7,25,40,9,13,12,20,-5.75512599312293,11,0,-8.76554140613965,0,3,1,11,1,-2.82470195128833,13,20,51,21,Female,-78.052618350193,24,13,39,0.013799371250087,26,Yes,9,9,533,11,-6.40750559964698,0,11,20,0,-32.3822512804947,1,Medium,0,1,25,21,1,0,26,3
418,0,152,Gold,4,14,6.30947781387067,38,8,3,0,16,No,41,4.91781800320576,7,0,11,25,81,15,24,6,41,-2.40335641311306,20,0,-2.76355596680305,1,2,1,8,0,10.9883646282512,13,10,56,6,Female,-0.603388228702755,39,24,32,6.40817346846863,22,Yes,15,15,669,17,-3.87839890165073,14,8,41,8,-6.07628991288919,0,Low,0,2,17,14,5,5,22,3
419,0,208,Platinum,0,8,1.52806225833637,40,0,3,0,21,No,35,-2.89166070826988,3,1,12,25,108,8,25,15,68,8.35865480989355,15,0,-4.76448920432518,0,2,1,1,0,4.18756991777375,5,6,71,23,Female,64.5221234114666,44,42,12,-16.3303040503791,45,Yes,8,8,813,13,-13.0668752122255,9,1,36,0,26.9771408706371,0,Medium,0,5,10,8,0,1,45,0
420,6,134,Diamond,2,5,-25.5672490431224,10,1,2,0,4,Yes,7,1.96857125770142,1,1,4,18,54,1,6,7,51,-19.4807137801947,4,0,-1.55973522592146,0,2,0,10,0,-3.34197945947671,12,0,38,31,Female,-34.5032150323643,29,32,10,-13.2272605776581,27,No,1,1,497,5,-2.37484043612167,10,10,24,1,26.020843343616,1,Medium,0,1,7,5,0,0,27,2
421,0,46,Platinum,0,2,-32.8040438185543,2,1,0,0,4,Yes,6,-2.25460792502304,3,0,3,3,23,7,8,5,6,-30.5589084658845,4,0,0.563165257392013,0,1,2,4,0,0.745675577253104,12,0,11,4,Female,-138.74210847459,6,13,12,2.43005228007149,8,Yes,7,7,192,1,4.31380509982024,7,4,12,1,-3.05586339043494,0,Low,1,1,0,2,0,1,8,0
422,33,383,Platinum,11,44,66.7958995919792,83,15,11,0,43,No,86,1.10894475559198,19,0,28,63,189,45,39,38,115,64.7992857910838,50,0,-10.4973206395942,1,8,14,24,0,10.5731637612831,49,0,186,30,Male,311.393625573849,91,116,48,21.2482184152316,54,Yes,45,45,1882,29,3.86791374693556,2,24,110,15,17.5230134839352,0,Low,4,5,41,44,4,4,54,1
423,1,154,Silver,2,3,-12.7721053839676,25,2,2,1,17,No,29,-9.99430976062118,2,0,10,15,82,6,14,21,54,-4.71584174973546,10,0,-4.7970696679718,1,2,1,2,0,-1.74186324970124,24,0,63,16,Female,4.90359689647411,31,32,15,-12.933799505932,34,Yes,6,6,625,10,-7.52812218786218,0,2,27,2,9.61714309334701,1,Low,0,2,6,3,0,0,34,3
424,0,102,Platinum,6,9,-14.8849070339616,23,3,1,0,13,No,20,4.92801490191776,3,1,5,23,46,5,7,10,14,0.871195272352296,11,0,1.53571444256241,0,4,2,5,0,-4.12661670592282,16,1,39,11,Female,-68.2434661534411,11,30,23,-22.6379064930151,48,Yes,5,5,485,5,-7.40126066313721,14,5,43,3,-1.87342417001989,0,Low,0,1,4,9,0,0,48,0
425,2,64,Platinum,0,4,-26.8334191030915,11,0,1,0,4,No,7,-4.41878804492882,0,0,5,4,26,4,10,10,16,-27.2521464992432,6,0,-4.71988754755156,0,0,0,3,1,1.47181680537301,7,0,19,7,Female,-120.124575433748,12,10,4,0.759989978187574,10,Yes,4,4,249,1,-3.0068436216055,5,3,14,0,6.96352814332375,1,Medium,0,2,0,4,0,0,10,0
426,0,163,Silver,2,6,-13.6721766330495,24,1,3,0,23,Yes,21,4.28987512907519,4,0,8,18,78,7,8,8,45,5.22707365384587,16,0,6.22306888288634,0,5,1,4,0,0.321366063680388,11,8,59,3,Female,5.31057401556246,28,39,16,-25.693226591382,53,Yes,7,7,683,9,-6.68766672712134,19,4,41,1,20.5384558895428,0,Medium,0,3,3,6,2,3,53,0
427,1,196,Silver,12,17,56.5740172119368,83,11,7,2,37,No,78,1.57991055071882,6,0,16,55,111,41,31,15,65,32.6625544880457,20,0,9.57059904467624,0,6,2,12,3,-2.07467365951004,48,9,111,11,Female,85.844035892416,69,44,62,7.24561205715283,48,Yes,41,41,1099,29,-5.81702556358047,1,12,63,11,-42.1761974154498,1,High,1,4,20,17,5,4,48,3
428,1,147,Gold,2,4,-13.7232755849834,24,1,0,0,18,Yes,29,-5.34428712796818,5,0,13,18,90,8,10,17,38,-1.47460149244253,9,0,0.59149489845081,1,4,0,3,0,-4.6556714681498,19,0,68,13,Female,-1.16877799867793,30,28,8,-18.0616385510765,42,Yes,8,8,614,10,-6.24331789657152,3,3,28,1,6.03072353169766,1,Low,0,1,2,4,0,4,42,2
429,0,503,Silver,7,17,93.7868581122001,93,25,20,2,74,No,95,-10.1205642365055,27,3,44,77,216,113,48,18,159,69.3610882414519,41,0,46.1175122536378,4,19,11,12,0,4.35309407116926,86,0,176,49,Female,420.425190642515,127,106,64,66.1835460951008,34,Yes,113,113,2048,50,44.682856620131,2,12,83,25,57.9284949043847,1,Medium,16,6,12,17,9,9,34,0
430,0,77,Platinum,1,3,-23.3124872090248,12,1,0,0,7,No,17,-4.68181789097966,0,0,4,14,45,5,13,10,27,-21.5182854755436,7,0,-3.72714919339465,0,0,0,4,3,2.10747449101733,9,0,41,2,Male,-87.432965267681,22,23,6,-2.51004256219325,16,Yes,5,5,360,2,-0.926464697890697,0,4,13,1,-1.87631435177453,0,Low,0,5,7,3,0,0,16,2
431,1,112,Platinum,6,7,-10.3983333513024,23,10,3,1,21,Yes,26,-2.45184559465665,5,1,10,35,67,18,20,15,51,10.4605281018276,15,0,3.11425937552662,1,3,1,2,0,-0.054313538145037,24,9,55,24,Female,-32.9442370292008,32,25,45,-8.90019979511917,43,Yes,18,18,665,20,2.19735680941598,0,2,36,10,-22.7720640545966,2,High,0,0,2,7,5,2,43,0
432,1,182,Gold,10,36,39.6971731328764,54,10,15,1,35,No,52,7.65495563560706,8,0,14,36,144,48,23,17,64,17.5996599961214,24,0,0.80512720016854,2,4,0,12,2,-2.42487030051894,26,35,91,13,Female,82.1163740244886,67,69,64,41.1964526764764,14,Yes,48,48,1076,28,18.6497059307451,0,12,53,10,-38.0737081963426,2,Low,8,3,34,36,3,6,14,1
433,0,165,Platinum,4,5,-13.6351702269669,24,4,2,0,23,No,28,5.31691653572314,10,0,13,29,91,10,14,5,54,8.20273718008649,17,0,7.77697619647723,1,4,2,2,0,3.19552785693003,21,5,74,2,Female,26.3591250431379,50,60,19,-23.2677020660223,53,Yes,10,10,781,14,-5.23882181636845,8,2,43,4,10.6549881757696,0,High,2,3,0,5,0,7,53,2
434,0,142,Gold,5,2,-12.5375330777964,19,1,4,0,15,No,16,-5.75401697929348,2,0,12,31,52,16,6,13,36,-10.702306291312,9,0,6.87382293046536,0,1,1,5,0,-4.88632619888748,24,2,53,4,Female,-25.9875649303319,18,35,19,-4.18136905894776,27,Yes,16,16,547,9,4.28340154331392,14,5,29,1,17.9894100035842,0,Low,0,2,7,2,0,1,27,0
435,3,165,Silver,4,9,-8.17925976394673,31,0,1,0,18,Yes,27,1.11137267766344,4,0,9,11,87,4,11,15,44,7.69323549499641,13,0,-1.54382487228491,1,6,2,3,5,-2.9674871713091,20,7,72,12,Female,14.39290362556,40,23,26,-26.5501716219154,54,Yes,4,4,671,16,-11.9733665323338,2,3,35,0,4.84830076637617,1,Medium,0,5,7,9,0,1,54,2
436,2,246,Platinum,4,7,-13.3024379251172,16,5,2,0,29,No,20,-2.93748438362011,9,2,8,69,72,19,7,10,64,-16.7008463332268,13,0,4.76723491945804,0,2,5,1,8,0.750701970781303,8,2,63,24,Male,75.192958965058,40,63,9,10.3895643946357,12,Yes,19,19,844,12,8.79526376148634,1,1,24,5,67.2669600007918,0,Medium,0,5,11,7,3,2,12,0
437,0,43,Gold,2,5,-30.7456506865678,4,2,0,0,4,Yes,7,-1.04262311200645,0,0,1,6,15,2,5,7,10,-34.6946701015551,2,0,-4.64892158516928,0,0,0,2,0,-1.52396603954767,1,0,14,6,Female,-144.705649973878,3,7,0,2.27609480028184,5,Yes,2,2,156,2,1.42624003889216,1,2,4,2,3.11044522968076,0,Low,0,0,10,5,0,0,5,0
438,0,101,Platinum,2,10,-13.1962021130602,18,3,3,0,16,Yes,16,1.34822632632268,1,0,7,17,40,16,11,8,39,-10.0514409047994,16,0,3.15988246710156,0,1,1,9,0,3.664529646911,13,2,47,0,Female,-62.9876567837849,19,31,20,3.76405704379259,21,Yes,16,16,462,6,4.79530659260836,9,9,24,3,2.11936957871518,0,High,0,1,5,10,2,0,21,0
439,0,84,Gold,1,1,-18.525438943821,22,1,0,0,9,No,19,-0.602540076387855,2,0,5,14,39,3,17,5,19,-13.9880462519239,10,0,-0.39022310505324,0,4,2,1,0,6.38055065583899,10,0,44,2,Male,-85.3676555225115,24,22,9,-12.3106566786145,28,Yes,3,3,381,3,-9.90480055120259,0,1,23,1,-0.903635283173199,0,Medium,0,1,0,1,0,0,28,0
